"","X1","STATE","STATE.ABBREVIATION","DISTRICT","FEC.ID.","incumbent","candidate.first","candidate.last","candidate.name","TOTAL.VOTES","PARTY","PRIMARY","primary.perc","RUNOFF","runoff.perc","GENERAL","GE.perc","GE.RUNOFF","GE.RUNOFF..","COMBINED.GE.PARTY.TOTALS..CT..NY.","COMBINED....CT..NY.","FOOTNOTES","year"
"2282",2283,"New Mexico","NM","03","H8NM03162","","Don","Wiviott","Wiviott, Don","","D","16,497","25.59%","","","","","","","","","","2008"
"2283",2284,"New Mexico","NM","03","H8NM03204","","Benny J., Jr.","Shendo","Shendo, Benny J., Jr.","","D","10,148","15.74%","","","","","","","","","","2008"
"2284",2285,"New Mexico","NM","03","H8NM03170","","Harry B. ","Montoya","Montoya, Harry B. ","","D","7,234","11.22%","","","","","","","","","","2008"
"2285",2286,"New Mexico","NM","03","H8NM01240","","Jon ","Adams","Adams, Jon ","","D","1,979","3.07%","","","","","","","","","","2008"
"2286",2287,"New Mexico","NM","03","H8NM03188","","Rudy ","Martin","Martin, Rudy ","","D","1,845","2.86%","","","","","","","","","","2008"
"2288",2289,"New Mexico","NM","03","H8NM03212","","Daniel K.","East","East, Daniel K.","","R","14,767","53.90%","","","86,618","30.47%","","","","","","2008"
"2289",2290,"New Mexico","NM","03","H8NM03220","","Marco E. ","Gonzales","Gonzales, Marco E. ","","R","12,632","46.10%","","","","","","","","","","2008"
"2291",2292,"New Mexico","NM","03","H8NM03030","","Carol","Miller","Miller, Carol","","I","n/a","","","","36,348","12.79%","","","","","","2008"
"2294",2295,"New Mexico","NM","S","S8NM00184","","Tom","Udall","Udall, Tom","","D","141,629","100.00%","","","505,128","61.33%","","","","","","2008"
"2296",2297,"New Mexico","NM","S","S0NM00041","","Stevan E.","Pearce","Pearce, Stevan E.","","R","57,953","51.29%","","","318,522","38.67%","","","","","","2008"
"2297",2298,"New Mexico","NM","S","S8NM00168","","Heather A.","Wilson","Wilson, Heather A.","","R","55,039","48.71%","","","","","","","","","","2008"
"2300",2301,"New York","NY","01","H2NY01067","(I)","Timothy H.","Bishop","Bishop, Timothy H.","","D","Unopposed","","","","141,727","51.05%","","","162,083","58.38%","","2008"
"2301",2302,"New York","NY","01","H2NY01067","(I)","Timothy H.","Bishop","Bishop, Timothy H.","","IDP","Unopposed","","","","12,919","4.65%","","","162,083","58.38%","","2008"
"2302",2303,"New York","NY","01","H2NY01067","(I)","Timothy H.","Bishop","Bishop, Timothy H.","","WF","Unopposed","","","","7,437","2.68%","","","162,083","58.38%","","2008"
"2303",2304,"New York","NY","01","H8NY01148","","Lee M.","Zeldin","Zeldin, Lee M.","","R","Unopposed","","","","100,036","36.03%","","","115,545","41.62%","","2008"
"2304",2305,"New York","NY","01","H8NY01148","","Lee M.","Zeldin","Zeldin, Lee M.","","CRV","Unopposed","","","","15,509","5.59%","","","115,545","41.62%","","2008"
"2305",2306,"New York","NY","01","","","","","Scattered","","W","","","","","13","0.00%","","","","","","2008"
"2307",2308,"New York","NY","02","H0NY02085","(I)","Steve J.","Israel","Israel, Steve J.","","D","Unopposed","","","","143,759","59.67%","","","161,279","66.94%","","2008"
"2308",2309,"New York","NY","02","H0NY02085","(I)","Steve J.","Israel","Israel, Steve J.","","IDP","Unopposed","","","","11,900","4.94%","","","161,279","66.94%","","2008"
"2309",2310,"New York","NY","02","H0NY02085","(I)","Steve J.","Israel","Israel, Steve J.","","WF","Unopposed","","","","5,620","2.33%","","","161,279","66.94%","","2008"
"2310",2311,"New York","NY","02","H8NY02062","","Frank J.","Stalzer","Stalzer, Frank J.","","R","Unopposed","","","","70,145","29.11%","","","79,641","33.06%","","2008"
"2311",2312,"New York","NY","02","H8NY02062","","Frank J.","Stalzer","Stalzer, Frank J.","","CRV","Unopposed","","","","9,496","3.94%","","","79,641","33.06%","","2008"
"2312",2313,"New York","NY","02","","","","Scattered","Scattered","","W","","","","","12","0.00%","","","","","","2008"
"2314",2315,"New York","NY","03","H2NY03089","(I)","Peter T.","King","King, Peter T.","","IDP","Unopposed","","","","10,447","3.86%","","","172,774","63.92%","","2008"
"2315",2316,"New York","NY","03","H2NY03089","(I)","Peter T.","King","King, Peter T.","","CRV","Unopposed","","","","12,983","4.80%","","","172,774","63.92%","","2008"
"2316",2317,"New York","NY","03","H2NY03089","(I)","Peter T.","King","King, Peter T.","","R","6,847","88.42%","","","149,344","55.25%","","","172,774","63.92%","","2008"
"2317",2318,"New York","NY","03","H8NY03045","","Robert","Previdi","Previdi, Robert","","R","897","11.58%","","","","","","","","","","2008"
"2319",2320,"New York","NY","03","H8NY03144","","Graham E.","Long","Long, Graham E.","","D","Unopposed","","","","93,481","34.58%","","","97,525","36.08%","","2008"
"2320",2321,"New York","NY","03","H8NY03144","","Graham E.","Long","Long, Graham E.","","WF","Unopposed","","","","4,044","1.50%","","","97,525","36.08%","","2008"
"2321",2322,"New York","NY","03","","","","Scattered","Scattered","","W","","","","","4","0.00%","","","","","","2008"
"2323",2324,"New York","NY","04","H6NY04112","(I)","Carolyn","McCarthy","McCarthy, Carolyn","","D","Unopposed","","","","151,792","59.23%","","","164,028","64.01%","","2008"
"2324",2325,"New York","NY","04","H6NY04112","(I)","Carolyn","McCarthy","McCarthy, Carolyn","","IDP","Unopposed","","","","7,318","2.86%","","","164,028","64.01%","","2008"
"2325",2326,"New York","NY","04","H6NY04112","(I)","Carolyn","McCarthy","McCarthy, Carolyn","","WF","Unopposed","","","","4,918","1.92%","","","164,028","64.01%","","2008"
"2326",2327,"New York","NY","04","H8NY04076","","Jack M.","Martins","Martins, Jack M.","","R","Unopposed","","","","84,444","32.95%","","","92,242","35.99%","","2008"
"2327",2328,"New York","NY","04","H8NY04076","","Jack M.","Martins","Martins, Jack M.","","CRV","Unopposed","","","","7,798","3.04%","","","92,242","35.99%","","2008"
"2328",2329,"New York","NY","04","","","","Scattered","Scattered","","W","","","","","1","0.00%","","","","","","2008"
"2330",2331,"New York","NY","05","H4NY07011","(I)","Gary L.","Ackerman","Ackerman, Gary L.","","D","Unopposed","","","","105,836","66.66%","","","112,724","70.99%","","2008"
"2331",2332,"New York","NY","05","H4NY07011","(I)","Gary L.","Ackerman","Ackerman, Gary L.","","IDP","Unopposed","","","","4,084","2.57%","","","112,724","70.99%","","2008"
"2332",2333,"New York","NY","05","H4NY07011","(I)","Gary L.","Ackerman","Ackerman, Gary L.","","WF","Unopposed","","","","2,804","1.77%","","","112,724","70.99%","","2008"
"2333",2334,"New York","NY","05","H8NY05099","","Elizabeth","Berney","Berney, Elizabeth","","R","Unopposed","","","","43,039","27.11%","","","","","","2008"
"2334",2335,"New York","NY","05","H4NY05064","","Jun","Policarpio","Policarpio, Jun","","CRV","Unopposed","","","","3,010","1.90%","","","","","","2008"
"2335",2336,"New York","NY","05","","","","Scattered","Scattered","","W","","","","","5","0.00%","","","","","","2008"
"2337",2338,"New York","NY","06","H8NY06048","(I)","Gregory W.","Meeks","Meeks, Gregory W.","","D","Unopposed","","","","141,180","99.98%","","","","","","2008"
"2338",2339,"New York","NY","06","","","","Scattered","Scattered","","W","","","","","26","0.02%","","","","","","2008"
"2340",2341,"New York","NY","07","H8NY07046","(I)","Joseph","Crowley","Crowley, Joseph","","D","Unopposed","","","","113,988","81.45%","","","118,459","84.65%","","2008"
"2341",2342,"New York","NY","07","H8NY07046","(I)","Joseph","Crowley","Crowley, Joseph","","WF","Unopposed","","","","4,471","3.19%","","","118,459","84.65%","","2008"
"2342",2343,"New York","NY","07","H8NY07079","","William E., Jr.","Britt","Britt, William E., Jr.","","R","Unopposed","","","","19,373","13.84%","","","21,477","15.35%","","2008"
"2343",2344,"New York","NY","07","H8NY07079","","William E., Jr.","Britt","Britt, William E., Jr.","","CRV","Unopposed","","","","2,104","1.50%","","","21,477","15.35%","","2008"
"2344",2345,"New York","NY","07","","","","Scattered","Scattered","","W","","","","","5","0.00%","","","","","","2008"
"2346",2347,"New York","NY","08","H2NY17071","(I)","Jerrold L.","Nadler","Nadler, Jerrold L.","","D","Unopposed","","","","152,153","76.13%","","","160,775","80.44%","","2008"
"2347",2348,"New York","NY","08","H2NY17071","(I)","Jerrold L.","Nadler","Nadler, Jerrold L.","","WF","Unopposed","","","","8,622","4.31%","","","160,775","80.44%","","2008"
"2348",2349,"New York","NY","08","H8NY08085","","Grace","Lin","Lin, Grace","","R","Unopposed","","","","36,897","18.46%","","","39,062","19.54%","","2008"
"2349",2350,"New York","NY","08","H8NY08085","","Grace","Lin","Lin, Grace","","CRV","Unopposed","","","","2,165","1.08%","","","39,062","19.54%","","2008"
"2350",2351,"New York","NY","08","","","","Scattered","Scattered","","W","","","","","24","0.01%","","","","","","2008"
"2352",2353,"New York","NY","09","H8NY09091","(I)","Anthony D.","Weiner","Weiner, Anthony D.","","D","Unopposed","","","","106,097","87.98%","","","112,205","93.05%","","2008"
"2353",2354,"New York","NY","09","H8NY09091","(I)","Anthony D.","Weiner","Weiner, Anthony D.","","WF","Unopposed","","","","6,108","5.07%","","","112,205","93.05%","","2008"
"2354",2355,"New York","NY","09","H2NY09078","","Alfred F.","Donohue","Donohue, Alfred F.","","CRV","Unopposed","","","","8,378","6.95%","","","","","","2008"
"2355",2356,"New York","NY","09","","","","Scattered","Scattered","","W","","","","","6","0.00%","","","","","","2008"
"2357",2358,"New York","NY","10","H2NY11017","(I)","Edolphus","Towns","Towns, Edolphus","","D","24,405","67.85%","","","155,090","94.18%","","","","","","2008"
"2358",2359,"New York","NY","10","H6NY10093","","Kevin","Powell","Powell, Kevin","","D","11,558","32.13%","","","","","","","","","","2008"
"2359",2360,"New York","NY","10","","","","Scattered","Scattered","","W(D)","6","0.02%","","","","","","","","","","2008"
"2361",2362,"New York","NY","10","H8NY10073","","Salvatore","Grupico","Grupico, Salvatore","","R","Unopposed","","","","8,204","4.98%","","","9,565","5.81%","","2008"
"2362",2363,"New York","NY","10","H8NY10073","","Salvatore","Grupico","Grupico, Salvatore","","CRV","Unopposed","","","","1,361","0.83%","","","9,565","5.81%","","2008"
"2363",2364,"New York","NY","10","","","","Scattered","Scattered","","W","","","","","14","0.01%","","","","","","2008"
"2365",2366,"New York","NY","11","H4NY11138","(I)","Yvette D.","Clarke","Clarke, Yvette D.","","D","Unopposed","","","","158,235","87.07%","","","168,562","92.75%","","2008"
"2366",2367,"New York","NY","11","H4NY11138","(I)","Yvette D.","Clarke","Clarke, Yvette D.","","WF","Unopposed","","","","10,327","5.68%","","","168,562","92.75%","","2008"
"2367",2368,"New York","NY","11","H8NY11055","","Hugh C.","Carr","Carr, Hugh C.","","R","Unopposed","","","","11,644","6.41%","","","","","","2008"
"2368",2369,"New York","NY","11","H0NY11060","","Cartrell","Gore","Gore, Cartrell","","CRV","Unopposed","","","","1,517","0.83%","","","","","","2008"
"2369",2370,"New York","NY","11","","","","Scattered","Scattered","","W","","","","","17","0.01%","","","","","","2008"
"2371",2372,"New York","NY","12","H2NY00010","(I)","Nydia M.","Velazquez","Velazquez, Nydia M.","","D","Unopposed","","","","115,633","84.52%","","","123,053","89.95%","","2008"
"2372",2373,"New York","NY","12","H2NY00010","(I)","Nydia M.","Velazquez","Velazquez, Nydia M.","","WF","Unopposed","","","","7,420","5.42%","","","123,053","89.95%","","2008"
"2373",2374,"New York","NY","12","H6NY12115","","Allen E.","Romaguera","Romaguera, Allen E.","","R","Unopposed","","","","12,486","9.13%","","","13,748","10.05%","","2008"
"2374",2375,"New York","NY","12","H6NY12115","","Allen E.","Romaguera","Romaguera, Allen E.","","CRV","Unopposed","","","","1,262","0.92%","","","13,748","10.05%","","2008"
"2375",2376,"New York","NY","12","","","","Scattered","Scattered","","W","","","","","8","0.01%","","","","","","2008"
"2377",2378,"New York","NY","13","H8NY13077","","Michael E.","McMahon","McMahon, Michael E.","","WF","Unopposed","","","","6,579","3.51%","","","114,219","60.93%","","2008"
"2378",2379,"New York","NY","13","H8NY13077","","Michael E.","McMahon","McMahon, Michael E.","","D","12,805","75.66%","","","107,640","57.42%","","","","","","2008"
"2379",2380,"New York","NY","13","H6NY13071","","Stephen A.","Harrison","Harrison, Stephen A.","","D","3,992","23.59%","","","","","","","","","","2008"
"2380",2381,"New York","NY","13","","","","Scattered","Scattered","","W(D)","128","0.76%","","","","","","","","","","2008"
"2382",2383,"New York","NY","13","H8NY13127","","Robert A.","Straniere","Straniere, Robert A.","","R","4,206","55.95%","","","62,441","33.31%","","","","","","2008"
"2383",2384,"New York","NY","13","H8NY13085","","Jamshad I.","Wyne","Wyne, Jamshad I.","","R","2,702","35.95%","","","","","","","","","","2008"
"2384",2385,"New York","NY","13","","","","Scattered","Scattered","","W(R)","609","8.10%","","","","","","","","","","2008"
"2386",2387,"New York","NY","13","H8NY13135","","Timothy J.","Cochrane","Cochrane, Timothy J.","","CRV","n/a","","","","5,799","3.09%","","","","","","2008"
"2387",2388,"New York","NY","13","H8NY13101","","Carmine A.","Morano","Morano, Carmine A.","","IDP","n/a","","","","4,947","2.64%","","","","","","2008"
"2388",2389,"New York","NY","13","","","","Scattered","Scattered","","W","","","","","40","0.02%","","","","","","2008"
"2390",2391,"New York","NY","14","H2NY14037","(I)","Carolyn B.","Maloney","Maloney, Carolyn B.","","D","Unopposed","","","","176,426","76.94%","","","183,239","79.91%","","2008"
"2391",2392,"New York","NY","14","H2NY14037","(I)","Carolyn B.","Maloney","Maloney, Carolyn B.","","WF","Unopposed","","","","6,813","2.97%","","","183,239","79.91%","","2008"
"2392",2393,"New York","NY","14","H8NY14117","","Robert G.","Heim","Heim, Robert G.","","R","Unopposed","","","","43,385","18.92%","","","","","","2008"
"2393",2394,"New York","NY","14","H8NY14125","","Isaiah","Matos","Matos, Isaiah","","LBT","","","","","2,659","1.16%","","","","","","2008"
"2394",2395,"New York","NY","14","","","","Scattered","Scattered","","W","","","","","25","0.01%","","","","","","2008"
"2396",2397,"New York","NY","15","H6NY19029","(I)","Charles B.","Rangel","Rangel, Charles B.","","D","Unopposed","","","","170,372","85.75%","","","177,151","89.16%","","2008"
"2397",2398,"New York","NY","15","H6NY19029","(I)","Charles B.","Rangel","Rangel, Charles B.","","WF","Unopposed","","","","6,779","3.41%","","","177,151","89.16%","","2008"
"2398",2399,"New York","NY","15","H6NY15126","","Edward","Daniels","Daniels, Edward","","R","Unopposed","","","","15,676","7.89%","","","","","","2008"
"2399",2400,"New York","NY","15","H8NY15122","","Craig","Schley","Schley, Craig","","VPC","n/a","","","","3,708","1.87%","","","","","","2008"
"2400",2401,"New York","NY","15","H8NY15130","","Martin","Koppel","Koppel, Martin","","SWP","n/a","","","","2,141","1.08%","","","","","","2008"
"2401",2402,"New York","NY","15","","","","Scattered","Scattered","","W","","","","","15","0.01%","","","","","","2008"
"2403",2404,"New York","NY","16","H0NY18065","(I)","Jose E.","Serrano","Serrano, Jose E.","","D","Unopposed","","","","123,312","93.65%","","","127,179","96.59%","","2008"
"2404",2405,"New York","NY","16","H0NY18065","(I)","Jose E.","Serrano","Serrano, Jose E.","","WF","Unopposed","","","","3,867","2.94%","","","127,179","96.59%","","2008"
"2405",2406,"New York","NY","16","H4NY16053","","Ali","Mohamed","Mohamed, Ali","","R","Unopposed","","","","3,941","2.99%","","","4,488","3.41%","","2008"
"2406",2407,"New York","NY","16","H4NY16053","","Ali","Mohamed","Mohamed, Ali","","CRV","Unopposed","","","","547","0.42%","","","4,488","3.41%","","2008"
"2407",2408,"New York","NY","16","","","","Scattered","Scattered","","W","","","","","2","0.00%","","","","","","2008"
"2409",2410,"New York","NY","17","H8NY19058","(I)","Eliot L.","Engel","Engel, Eliot L.","","D","Unopposed","","","","149,676","73.98%","","","161,594","79.87%","","2008"
"2410",2411,"New York","NY","17","H8NY19058","(I)","Eliot L.","Engel","Engel, Eliot L.","","IDP","Unopposed","","","","6,721","3.32%","","","161,594","79.87%","","2008"
"2411",2412,"New York","NY","17","H8NY19058","(I)","Eliot L.","Engel","Engel, Eliot L.","","WF","Unopposed","","","","5,197","2.57%","","","161,594","79.87%","","2008"
"2412",2413,"New York","NY","17","H8NY17094","","Robert","Goodman","Goodman, Robert","","R","Unopposed","","","","35,994","17.79%","","","40,707","20.12%","","2008"
"2413",2414,"New York","NY","17","H8NY17094","","Robert","Goodman","Goodman, Robert","","CRV","Unopposed","","","","4,713","2.33%","","","40,707","20.12%","","2008"
"2414",2415,"New York","NY","17","","","","Scattered","Scattered","","W","","","","","20","0.01%","","","","","","2008"
"2416",2417,"New York","NY","18","H8NY20056","(I)","Nita M.","Lowey","Lowey, Nita M.","","D","Unopposed","","","","167,365","65.55%","","","174,791","68.46%","","2008"
"2417",2418,"New York","NY","18","H8NY20056","(I)","Nita M.","Lowey","Lowey, Nita M.","","WF","Unopposed","","","","7,426","2.91%","","","174,791","68.46%","","2008"
"2418",2419,"New York","NY","18","H6NY18153","","Jim","Russell","Russell, Jim","","R","Unopposed","","","","73,237","28.69%","","","80,498","31.53%","","2008"
"2419",2420,"New York","NY","18","H6NY18153","","Jim","Russell","Russell, Jim","","CRV","Unopposed","","","","7,261","2.84%","","","80,498","31.53%","","2008"
"2420",2421,"New York","NY","18","","","","Scattered","Scattered","","W","","","","","22","0.01%","","","","","","2008"
"2422",2423,"New York","NY","19","H6NY19144","(I)","John","Hall","Hall, John","","D","Unopposed","","","","141,173","50.24%","","","164,859","58.67%","","2008"
"2423",2424,"New York","NY","19","H6NY19144","(I)","John","Hall","Hall, John","","IDP","Unopposed","","","","16,584","5.90%","","","164,859","58.67%","","2008"
"2424",2425,"New York","NY","19","H6NY19144","(I)","John","Hall","Hall, John","","WF","Unopposed","","","","7,102","2.53%","","","164,859","58.67%","","2008"
"2425",2426,"New York","NY","19","H8NY19140","","Kieran Michael","Lalor","Lalor, Kieran Michael","","R","Unopposed","","","","103,813","36.94%","","","116,120","41.32%","","2008"
"2426",2427,"New York","NY","19","H8NY19140","","Kieran Michael","Lalor","Lalor, Kieran Michael","","CRV","Unopposed","","","","12,307","4.38%","","","116,120","41.32%","","2008"
"2427",2428,"New York","NY","19","","","","Scattered","Scattered","","W","","","","","15","0.01%","","","","","","2008"
"2429",2430,"New York","NY","20","H6NY20167","(I)","Kirsten E.","Gillibrand","Gillibrand, Kirsten E.","","D","Unopposed","","","","178,996","57.42%","","","193,651","62.12%","","2008"
